date,ticker,sector,title,url,publisher,text_raw,trading_date,mapping_status,calendar_days_forward,probability_positive,probability_negative,probability_neutral,finbert_score,finbert_label,vader_compound,vader_label,label_agreement,opposite_sign,neutral_non_neutral,year,sample_purpose,sampling_stratum,selection_rule,validation_status,student_label,student_confidence,student_notes,student_reviewed_by
2022-01-10,ABT,Healthcare,"3 Top Stock Trades for the Week of Jan. 10, 2022",https://www.nasdaq.com/articles/3-top-stock-trades-for-the-week-of-jan.-10-2022,,"3 Top Stock Trades for the Week of Jan. 10, 2022",2022-01-10,same_trading_day,0,0.0214689597487449,0.0675338506698608,0.910997211933136,-0.0460648909211158,neutral,0.2023,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-09-29,UPS,Industrials,3 Top-Ranked Shipping Stocks Exporting Hefty Dividend Payouts,https://www.nasdaq.com/articles/3-top-ranked-shipping-stocks-exporting-hefty-dividend-payouts,,3 Top-Ranked Shipping Stocks Exporting Hefty Dividend Payouts,2022-09-29,same_trading_day,0,0.8816477060317993,0.0513406917452812,0.0670116394758224,0.8303070142865181,positive,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-01-29,MRK,Healthcare,3 Unstoppable Investments Everyone Needs in Their Portfolios,https://www.nasdaq.com/articles/3-unstoppable-investments-everyone-needs-in-their-portfolios,,3 Unstoppable Investments Everyone Needs in Their Portfolios,2022-01-31,next_trading_day,2,0.0884530618786811,0.0132368458434939,0.8983101844787598,0.0752162160351872,neutral,-0.2023,negative,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-11-08,AMGN,Healthcare,5 Buy-Rated Biotech Stocks to Bolster Your Portfolio,https://www.nasdaq.com/articles/5-buy-rated-biotech-stocks-to-bolster-your-portfolio,,5 Buy-Rated Biotech Stocks to Bolster Your Portfolio,2021-11-08,same_trading_day,0,0.7292186617851257,0.0084161916747689,0.2623651027679443,0.7208024701103568,positive,0.0,neutral,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-01-27,ABT,Healthcare,5 Top Health Care Stocks To Watch Before February 2022,https://www.nasdaq.com/articles/5-top-health-care-stocks-to-watch-before-february-2022,,5 Top Health Care Stocks To Watch Before February 2022,2022-01-27,same_trading_day,0,0.0529537051916122,0.0305350888520479,0.9165111780166626,0.0224186163395643,neutral,0.6124,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-17,D,Utilities,5 Utilities Outperforming the Market,http://www.gurufocus.com/news/1107670/5-utilities-outperforming-the-market,GuruFocus,5 Utilities Outperforming the Market,2020-04-17,same_trading_day,0,0.3588199317455292,0.5778133869171143,0.0633666813373565,-0.218993455171585,negative,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-14,DUK,Utilities,"6 Meridian Buys Duke Energy Corp, NextEra Energy Inc, First Trust Low Duration Mortgage ...",http://www.gurufocus.com/news/1104448/6-meridian-buys-duke-energy-corp-nextera-energy-inc-first-trust-low-duration-mortgage-opportunities-et-sells-spdr-sp-500-simon-property-group-inc-eli-lilly-and-co,GuruFocus,"6 Meridian Buys Duke Energy Corp, NextEra Energy Inc, First Trust Low Duration Mortgage ...",2020-04-14,same_trading_day,0,0.0917621701955795,0.0093961684033274,0.8988415598869324,0.082366001792252,neutral,0.6597,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-01-20,GS,Financials,7 Bull Market Stocks to Buy for a Continued Run Higher in 2022 ,https://www.nasdaq.com/articles/7-bull-market-stocks-to-buy-for-a-continued-run-higher-in-2022,,7 Bull Market Stocks to Buy for a Continued Run Higher in 2022 ,2022-01-20,same_trading_day,0,0.8758512139320374,0.0190473739057779,0.105101466178894,0.8568038400262594,positive,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-07-12,ADBE,Tech,7 Tech Stocks Trading at a Terrific Discount Right Now,https://www.nasdaq.com/articles/7-tech-stocks-trading-at-a-terrific-discount-right-now,,7 Tech Stocks Trading at a Terrific Discount Right Now,2022-07-12,same_trading_day,0,0.1949611157178878,0.1054851114749908,0.6995537877082825,0.089476004242897,neutral,0.4767,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-05-12,QCOM,Tech,7 Tech Stocks to Buy Amidst Coronavirus Uncertainty,https://www.nasdaq.com/articles/7-tech-stocks-to-buy-amidst-coronavirus-uncertainty-2020-05-12,,7 Tech Stocks to Buy Amidst Coronavirus Uncertainty,2020-05-12,same_trading_day,0,0.1128528490662574,0.0387809462845325,0.8483662605285645,0.0740719027817249,neutral,-0.34,negative,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-11-21,WMT,Consumer,A Coronavirus Vaccine Is Good News. What's Going on With Cruise Lines?,https://www.nasdaq.com/articles/a-coronavirus-vaccine-is-good-news.-whats-going-on-with-cruise-lines-2020-11-21,,A Coronavirus Vaccine Is Good News. What's Going on With Cruise Lines?,2020-11-23,next_trading_day,2,0.0845391526818275,0.105547659099102,0.8099132180213928,-0.0210085064172744,neutral,0.4404,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-04-25,ADBE,Tech,AI Boom: 2 Artificial Intelligence Stocks Billionaire Investors Are Buying Hand Over Fist,https://www.nasdaq.com/articles/ai-boom%3A-2-artificial-intelligence-stocks-billionaire-investors-are-buying-hand-over-fist,,AI Boom: 2 Artificial Intelligence Stocks Billionaire Investors Are Buying Hand Over Fist,2023-04-25,same_trading_day,0,0.0710517615079879,0.0237130858004093,0.9052350521087646,0.0473386757075786,neutral,0.743,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-09-27,AMD,Tech,AMD Is My Top Tech Stock Buy Right Now,https://www.nasdaq.com/articles/amd-is-my-top-tech-stock-buy-right-now,,AMD Is My Top Tech Stock Buy Right Now,2022-09-27,same_trading_day,0,0.0885833725333213,0.0121900867670774,0.8992264866828918,0.0763932857662439,neutral,0.2023,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-09-20,T,Comm,AT&T’s Positive Change Remains on Track,https://www.nasdaq.com/articles/atts-positive-change-remains-on-track-2021-09-20,,AT&T’s Positive Change Remains on Track,2021-09-20,same_trading_day,0,0.3670870065689087,0.0112434476613998,0.621669590473175,0.3558435589075088,neutral,0.5574,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-09-04,ABBV,Healthcare,AbbVie Partners With I-Mab for Cancer Drug,https://www.nasdaq.com/articles/abbvie-partners-with-i-mab-for-cancer-drug-2020-09-04,,AbbVie Partners With I-Mab for Cancer Drug,2020-09-04,same_trading_day,0,0.3436660766601562,0.0076222792267799,0.6487116813659668,0.3360437974333763,neutral,-0.6597,negative,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-11-10,ABBV,Healthcare,AbbVie's $21 Billion Drug Humira Is on the Decline. Should You Still Buy This Dividend Stock?,https://www.nasdaq.com/articles/abbvies-%2421-billion-drug-humira-is-on-the-decline.-should-you-still-buy-this-dividend,,AbbVie's $21 Billion Drug Humira Is on the Decline. Should You Still Buy This Dividend Stock?,2023-11-10,same_trading_day,0,0.0238512717187404,0.8166207671165466,0.1595279276371002,-0.7927694953978062,negative,0.0,neutral,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-01-17,AMD,Tech,Advanced Micro Devices Takes Over #117 Spot From Ecolab,https://www.nasdaq.com/articles/advanced-micro-devices-takes-over-117-spot-from-ecolab-2020-01-17,,Advanced Micro Devices Takes Over #117 Spot From Ecolab,2020-01-17,same_trading_day,0,0.0753641128540039,0.0131292436271905,0.9115065932273864,0.0622348692268133,neutral,0.25,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-11-14,DIS,Consumer,"After Hours Most Active for Nov 14, 2022 : AMZN, META, AAPL, QQQ, NIO, DIS, BEKE, ADCT, INTC, ATRA, NU, SU",https://www.nasdaq.com/articles/after-hours-most-active-for-nov-14-2022-%3A-amzn-meta-aapl-qqq-nio-dis-beke-adct-intc-atra,,"After Hours Most Active for Nov 14, 2022 : AMZN, META, AAPL, QQQ, NIO, DIS, BEKE, ADCT, INTC, ATRA, NU, SU",2022-11-14,same_trading_day,0,0.0333633162081241,0.0212732814252376,0.9453633427619934,0.0120900347828865,neutral,0.4576,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-06-29,BA,Industrials,"Airlines Celebrate, Send Stock Markets Flying Higher",https://www.nasdaq.com/articles/airlines-celebrate-send-stock-markets-flying-higher-2020-06-29,,"Airlines Celebrate, Send Stock Markets Flying Higher",2020-06-29,same_trading_day,0,0.4188102185726166,0.0266621895134449,0.5545275807380676,0.3921480290591717,neutral,0.5719,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-08-09,AEP,Utilities,American Electric Power Company Inc. Shares Close in on 52-Week High - Market Mover,https://www.nasdaq.com/articles/american-electric-power-company-inc.-shares-close-in-on-52-week-high-market-mover-0,,American Electric Power Company Inc. Shares Close in on 52-Week High - Market Mover,2022-08-09,same_trading_day,0,0.4494026601314544,0.0503565035760402,0.5002408027648926,0.3990461565554142,neutral,0.296,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-03-27,ABBV,Healthcare,Amgen-Sanofi patent case divides makers of antibody drugs,https://www.nasdaq.com/articles/amgen-sanofi-patent-case-divides-makers-of-antibody-drugs,,Amgen-Sanofi patent case divides makers of antibody drugs,2023-03-27,same_trading_day,0,0.0193608663976192,0.8782832622528076,0.102355919778347,-0.8589223958551884,negative,0.0,neutral,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-27,NUE,Materials,Analysts Anticipate LRGF To Hit $34,https://www.nasdaq.com/articles/analysts-anticipate-lrgf-to-hit-%2434-2020-04-27,,Analysts Anticipate LRGF To Hit $34,2020-04-27,same_trading_day,0,0.9352840781211852,0.0170255880802869,0.0476903915405273,0.9182584900408984,positive,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-30,GILD,Healthcare,"Apple And Amazon Up To Bat this Afternoon As Investors Ponder Microsoft, Facebook Results",https://www.benzinga.com/news/earnings/20/04/15921244/apple-and-amazon-up-to-bat-this-afternoon-as-investors-ponder-microsoft-facebook-results,JJ Kinahan,"Apple And Amazon Up To Bat this Afternoon As Investors Ponder Microsoft, Facebook Results",2020-04-30,same_trading_day,0,0.0569568239152431,0.0978335663676261,0.8452095985412598,-0.040876742452383,neutral,0.1779,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-13,MRK,Healthcare,AstraZeneca & Merck Announce FDA Approval Of KOSELUGO - Quick Facts,https://www.nasdaq.com/articles/astrazeneca-merck-announce-fda-approval-of-koselugo-quick-facts-2020-04-13,,AstraZeneca & Merck Announce FDA Approval Of KOSELUGO - Quick Facts,2020-04-13,same_trading_day,0,0.2756329178810119,0.0198234356939792,0.7045436501502991,0.2558094821870327,neutral,0.4767,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-04-02,BA,Industrials,Aviation agency to probe Delta plane's windshield shattering mid-flight,https://www.nasdaq.com/articles/aviation-agency-to-probe-delta-planes-windshield-shattering-mid-flight,,Aviation agency to probe Delta plane's windshield shattering mid-flight,2022-04-04,next_trading_day,2,0.0243528988212347,0.840121328830719,0.1355258375406265,-0.8157684300094843,negative,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-06-09,OXY,Energy,B of A Securities Upgrades Occidental Petroleum to Buy,https://www.benzinga.com/news/20/06/16210682/b-of-a-securities-upgrades-occidental-petroleum-to-buy,Benzinga Newsdesk,B of A Securities Upgrades Occidental Petroleum to Buy,2020-06-09,same_trading_day,0,0.0548989437520504,0.0152629753574728,0.9298381209373474,0.0396359683945775,neutral,0.296,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-01-21,GS,Financials,"Barclays, Deutsche join bank rush to reopen offices in England",https://www.nasdaq.com/articles/barclays-deutsche-join-bank-rush-to-reopen-offices-in-england,,"Barclays, Deutsche join bank rush to reopen offices in England",2022-01-21,same_trading_day,0,0.2251988798379898,0.0261112917214632,0.7486898899078369,0.1990875881165266,neutral,0.296,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-02-03,SHW,Materials,"Bell Rock Capital LLC Buys Citigroup Capital XIII, PowerShares QQQ Trust Ser –, Uber ...",http://www.gurufocus.com/news/1027227/bell-rock-capital-llc-buys-citigroup-capital-xiii-powershares-qqq-trust-ser-1-uber-technologies-inc-sells-spdr-gold-trust-visa-inc-boeing-co,GuruFocus,"Bell Rock Capital LLC Buys Citigroup Capital XIII, PowerShares QQQ Trust Ser –, Uber ...",2020-02-03,same_trading_day,0,0.0800582766532898,0.009913669899106,0.9100279808044434,0.0701446067541837,neutral,0.5106,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-08-04,NEM,Materials,Best Gold Stocks To Watch This Week? 3 To Watch,https://www.nasdaq.com/articles/best-gold-stocks-to-watch-this-week-3-to-watch,,Best Gold Stocks To Watch This Week? 3 To Watch,2022-08-04,same_trading_day,0,0.0656691044569015,0.0254362132400274,0.908894658088684,0.0402328912168741,neutral,0.6369,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-02-10,PLD,RealEstate,Better Buy: Prologis or First Industrial?,https://www.nasdaq.com/articles/better-buy%3A-prologis-or-first-industrial,,Better Buy: Prologis or First Industrial?,2022-02-10,same_trading_day,0,0.0416736230254173,0.0236831679940223,0.9346432089805604,0.0179904550313949,neutral,0.4404,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-04-05,ADBE,Tech,Billionaire Ken Griffin and Goldman Sachs Have One Thing in Common: They Both Like These 2 AI Stocks,https://www.nasdaq.com/articles/billionaire-ken-griffin-and-goldman-sachs-have-one-thing-in-common%3A-they-both-like-these-2,,Billionaire Ken Griffin and Goldman Sachs Have One Thing in Common: They Both Like These 2 AI Stocks,2023-04-05,same_trading_day,0,0.0767501890659332,0.0150601072236895,0.9081896543502808,0.0616900818422436,neutral,0.3612,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-11-09,BA,Industrials,"Boeing calls EU tariff decision 'disappointing,' urges moves to resolve dispute",https://www.nasdaq.com/articles/boeing-calls-eu-tariff-decision-disappointing-urges-moves-to-resolve-dispute-2020-11-09,,"Boeing calls EU tariff decision 'disappointing,' urges moves to resolve dispute",2020-11-09,same_trading_day,0,0.0155885238200426,0.961280882358551,0.0231306236237287,-0.9456923585385084,negative,-0.0258,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-28,ADBE,Tech,"Bruderman Asset Management, LLC Buys SPDR Portfolio Short Term Treasury, Global Payments Inc, ...",http://www.gurufocus.com/news/1119460/bruderman-asset-management-llc-buys-spdr-portfolio-short-term-treasury-global-payments-inc-spdr-sp-dividend-sells-total-sa-royal-dutch-shell-plc-oneok-inc,GuruFocus,"Bruderman Asset Management, LLC Buys SPDR Portfolio Short Term Treasury, Global Payments Inc, ...",2020-04-28,same_trading_day,0,0.1034797504544258,0.0121396081522107,0.884380578994751,0.0913401423022151,neutral,0.5106,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-19,GILD,Healthcare,Bulls Hiding In Large-Caps (In Just A Few Names); Conviction Lacking,https://talkmarkets.com/content/bulls-hiding-in-large-caps-in-just-a-few-names-conviction-lacking?post=259102,TalkMarkets,Bulls Hiding In Large-Caps (In Just A Few Names); Conviction Lacking,2020-04-20,next_trading_day,1,0.0407217219471931,0.2473284304141998,0.71194988489151,-0.2066067084670066,neutral,-0.296,negative,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-26,OXY,Energy,Carl Icahn: A Believer in Value Investing,http://www.gurufocus.com/news/1116697/carl-icahn-a-believer-in-value-investing,GuruFocus,Carl Icahn: A Believer in Value Investing,2020-04-27,next_trading_day,1,0.0895949527621269,0.0213919542729854,0.8890130519866943,0.0682029984891414,neutral,0.34,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-11-08,CAT,Industrials,Caterpillar Leads Dow Jones Up 116 Points on $1 Trillion Infrastructure Deal,https://www.nasdaq.com/articles/caterpillar-leads-dow-jones-up-116-points-on-%241-trillion-infrastructure-deal,,Caterpillar Leads Dow Jones Up 116 Points on $1 Trillion Infrastructure Deal,2021-11-08,same_trading_day,0,0.888578474521637,0.0284153800457716,0.0830061957240104,0.8601630944758654,positive,0.0,neutral,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-03-26,CAT,Industrials,Caterpillar Withdraws 2020 Outlook,https://www.nasdaq.com/articles/caterpillar-withdraws-2020-outlook-2020-03-26,,Caterpillar Withdraws 2020 Outlook,2020-03-26,same_trading_day,0,0.0169220231473445,0.7374043464660645,0.2456736266613006,-0.7204823233187199,negative,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-02-21,AMD,Tech,Could NVIDIA’s New Gaming Platform Cannibalize Its Gaming GPU Sales?,https://www.nasdaq.com/articles/could-nvidias-new-gaming-platform-cannibalize-its-gaming-gpu-sales-2020-02-21,,Could NVIDIA’s New Gaming Platform Cannibalize Its Gaming GPU Sales?,2020-02-21,same_trading_day,0,0.036139577627182,0.6806420087814331,0.2832184135913849,-0.6445024311542511,negative,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-10-18,INTC,Tech,Could The Market Be Wrong About Intel Corporation (NASDAQ:INTC) Given Its Attractive Financial Prospects?,https://www.nasdaq.com/articles/could-the-market-be-wrong-about-intel-corporation-nasdaq%3Aintc-given-its-attractive,,Could The Market Be Wrong About Intel Corporation (NASDAQ:INTC) Given Its Attractive Financial Prospects?,2022-10-18,same_trading_day,0,0.0945561155676841,0.1366348415613174,0.7688090801239014,-0.0420787259936332,neutral,0.25,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-29,MMM,Industrials,"Deutsche Bank Maintains Hold on 3M, Raises Price Target to $163",https://www.benzinga.com/news/20/04/15905976/deutsche-bank-maintains-hold-on-3m-raises-price-target-to-163,Benzinga_Newsdesk,"Deutsche Bank Maintains Hold on 3M, Raises Price Target to $163",2020-04-29,same_trading_day,0,0.756572425365448,0.0359463207423687,0.2074812352657318,0.7206261046230793,positive,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-05-06,ABBV,Healthcare,DexCom & Domino's Pizza Set to Join S&P 5……; Salesforce. ...,http://www.gurufocus.com/news/1128631/dexcom--dominos-pizza-set-to-join-sp-500-salesforcecom-to-join-sp-100-store-capital-to-join-sp-midcap-400-capri-holdings-to-join-sp-smallcap-600,GuruFocus,DexCom & Domino's Pizza Set to Join S&P 5……; Salesforce. ...,2020-05-06,same_trading_day,0,0.1518119424581527,0.007839523255825,0.8403485417366028,0.1439724192023277,neutral,0.296,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-09-15,DIS,Consumer,Disney World and Rivals Have New Tricks for Halloween Treats,https://www.nasdaq.com/articles/disney-world-and-rivals-have-new-tricks-for-halloween-treats-2020-09-15,,Disney World and Rivals Have New Tricks for Halloween Treats,2020-09-15,same_trading_day,0,0.078000321984291,0.0177884008735418,0.9042112231254578,0.0602119211107492,neutral,-0.128,negative,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
