observation_unit,sector,paired_observation_count,vader_mean,finbert_mean,pearson_correlation,spearman_correlation,descriptive_label_agreement_rate,opposite_sign_rate,neutral_non_neutral_rate,vader_positive_rate,vader_negative_rate,vader_neutral_rate,finbert_positive_rate,finbert_negative_rate,finbert_neutral_rate,vader_label_rule,finbert_label_rule,correlation_basis,interpretation_status
matched_date_sector,All,9832,0.11591318907397974,0.06620359538499036,0.3124152646343319,0.3061744019274435,0.2646460537021969,0.02034174125305126,0.7150122050447518,0.7052481692432873,0.05949959316517494,0.23525223759153785,0.06295768917819365,0.04332790886899918,0.8937144019528072,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Comm,997,0.10076044695147007,0.055847512873408826,0.31525609213403794,0.2948161011970904,0.2768304914744233,0.01905717151454363,0.7041123370110332,0.6710130391173521,0.07221664994984955,0.2567703109327984,0.04012036108324975,0.037111334002006016,0.9227683049147443,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Consumer,998,0.10107306186841342,0.0391425879992713,0.3053545937369237,0.32396985138375645,0.23146292585170342,0.003006012024048096,0.7655310621242485,0.750501002004008,0.025050100200400802,0.22444889779559118,0.009018036072144289,0.00501002004008016,0.9859719438877755,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Energy,996,0.11128942392137492,0.04317523599323119,0.40656242573340273,0.37820034094301286,0.2429718875502008,0.01606425702811245,0.7409638554216867,0.7218875502008032,0.06927710843373494,0.20883534136546184,0.06526104417670683,0.06124497991967871,0.8734939759036144,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Financials,998,0.09793778840476183,0.015186556063425503,0.3740086207808631,0.35807266802911264,0.2835671342685371,0.03006012024048096,0.6863727454909819,0.6723446893787575,0.07414829659318638,0.2535070140280561,0.04609218436873747,0.056112224448897796,0.8977955911823647,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Healthcare,997,0.1100504922434306,0.1319818262685534,0.18234788955330253,0.21003873703126075,0.2688064192577733,0.012036108324974924,0.7191574724172518,0.6900702106318957,0.07422266800401203,0.23570712136409228,0.06519558676028084,0.014042126379137413,0.9207622868605817,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Industrials,998,0.1070966679012627,0.04609728462796765,0.3140061610496695,0.32578618537231685,0.27054108216432865,0.026052104208416832,0.7034068136272545,0.6963927855711423,0.05711422845691383,0.24649298597194388,0.06012024048096192,0.06012024048096192,0.8797595190380761,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Materials,940,0.09645334285665401,0.053021041395913966,0.3195087099507319,0.314396182046731,0.3468085106382979,0.03297872340425532,0.6202127659574468,0.5904255319148937,0.07765957446808511,0.33191489361702126,0.0851063829787234,0.07765957446808511,0.8372340425531914,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,RealEstate,940,0.13313343340853884,0.10282976506539557,0.2783422411209597,0.25848749454139985,0.3074468085106383,0.02127659574468085,0.6712765957446809,0.6776595744680851,0.06063829787234042,0.26170212765957446,0.11382978723404255,0.04680851063829787,0.8393617021276596,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Tech,1006,0.11934024756850767,0.0851918739211375,0.41571031625942173,0.3453447248067303,0.2117296222664016,0.011928429423459244,0.7763419483101391,0.7743538767395626,0.0437375745526839,0.18190854870775347,0.05168986083499006,0.027833001988071572,0.9204771371769384,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
matched_date_sector,Utilities,962,0.18427499011546175,0.0917016679624243,0.23211614361403518,0.23562243091459764,0.21205821205821207,0.032224532224532226,0.7557172557172557,0.8024948024948025,0.04158004158004158,0.15592515592515593,0.09875259875259876,0.0498960498960499,0.8513513513513513,positive >= 0.05; negative <= -0.05; otherwise neutral,"argmax of positive, negative, and neutral probabilities",matched observed date-sector pairs,descriptive comparison; not accuracy or predictive evidence
